SequenceName	ClusterNumber
KEXV01037089|Brazil|Pernambuco|2017-01-15	-1
KJ395722|CapeVerde|2011-01-15	-1
KEXV01041853|Brazil|RioGrandeDoSul|2017-01-15	-1
EU552975|Romania|2003-01-15	379
KEXV01039973|Brazil|RioGrandeDoNorte|2017-01-15	-1
MT571224|UnitedKingdom|2014-01-15	229
KEXV01042179|Brazil|SantaCatarina|2016-01-15	-1
KEXV01034617|Brazil|MinasGerais|2016-01-15	-1
FJ900263|Angola|2006-01-15	-1
MN528228|Brazil|Amapa|2015-01-15	170
JQ280898|Romania|2006-01-15	-1
KEXV01012235|Brazil|Paraiba|2015-01-15	-1
KEXV01033007|Brazil|Ceara|2016-01-15	-1
KT355987|Brazil|RioDeJaneiro|RioDeJaneiro|2009-01-15	-1
KEXV01034859|Brazil|MinasGerais|2016-01-15	-1
FJ591204|Brazil|Parana|2004-01-15	-1
KEXV01046564|Brazil|SaoPaulo|2017-01-15	-1
AY366536|Italy|2000-01-15	-1
KEXV01005039|Brazil|Bahia|2015-01-15	-1
MH073437|Germany|2011-01-15	-1
KP231376|Romania|2013-01-15	335
KEXV01038929|Brazil|RioDeJaneiro|2016-01-15	-1
KEXV01014552|Brazil|SaoPaulo|2014-01-15	-1
KEXV01015824|Brazil|SaoPaulo|2015-01-15	-1
KX888401|Brazil|MinasGerais|2015-01-15	76
EF042646|Brazil|RioDeJaneiro|Saquarema|2004-01-15	-1
KY640101|Brazil|SaoPaulo|2014-01-15	205
AY643232|Brazil|SaoPaulo|2003-01-15	-1
KEXV01046695|Brazil|SaoPaulo|2017-01-15	-1
EU553183|Romania|2005-01-15	-1
KEXV01030856|Brazil|Parana|2015-01-15	-1
EU189713|Brazil|SaoPaulo|2005-01-15	-1
EU032009|Romania|2006-01-15	351
KEXV01037344|Brazil|Pernambuco|2017-01-15	-1
KEXV01032381|Brazil|Bahia|2016-01-15	-1
FJ591451|Brazil|Parana|2005-01-15	267
MN236282|Brazil|SaoPaulo|2014-01-15	171
KEXV01039503|Brazil|RioDeJaneiro|2017-01-15	-1
KT950991|Brazil|Bahia|VerificarCidade|2012-01-15	-1
KEXV01035220|Brazil|MinasGerais|2017-01-15	-1
JF342299|Brazil|MatoGrossoDoSul|CampoGrande|2008-01-15	-1
HV0020|Brazil|Bahia|2014-08-25	-1
KEXV01007231|Brazil|MinasGerais|2015-01-15	-1
JQ083057|Romania|2007-01-15	226
KEXV01044667|Brazil|SaoPaulo|2016-01-15	109
KEXV01035674|Brazil|MatoGrossoDoSul|2017-01-15	-1
KEXV01034635|Brazil|MinasGerais|2016-01-15	-1
KEXV01039454|Brazil|RioDeJaneiro|2017-01-15	-1
KEXV01032172|Brazil|Bahia|2016-01-15	-1
KEXV01035068|Brazil|MinasGerais|2017-01-15	95
KJ883149|Spain|2011-01-15	-1
KEXV01046475|Brazil|SaoPaulo|2017-01-15	-1
KEXV01009157|Brazil|RioDeJaneiro|2015-01-15	-1
KEXV01045050|Brazil|SaoPaulo|2017-01-15	-1
EU553199|Romania|2005-01-15	-1
AY694235|Czechia|2000-01-15	-1
EU553071|Romania|2003-01-15	340
MN509093|Brazil|Goias|2014-01-15	-1
KEXV01016050|Brazil|SaoPaulo|2015-01-15	-1
KEXV01038573|Brazil|RioDeJaneiro|2016-01-15	-1
KP115546|Brazil|SaoPaulo|2014-01-15	-1
KEXV01007503|Brazil|MinasGerais|2015-01-15	-1
KEXV01007145|Brazil|MinasGerais|2014-01-15	-1
MN236062|Brazil|SaoPaulo|2014-01-15	-1
MN236393|Brazil|SaoPaulo|2014-01-15	-1
KEXV01015226|Brazil|SaoPaulo|2014-01-15	-1
KEXV01008276|Brazil|RioDeJaneiro|2014-01-15	-1
KEXV01037359|Brazil|Pernambuco|2017-01-15	-1
EU553072|Romania|2003-01-15	-1
MF403320|Spain|2009-01-15	-1
KEXV01006918|Brazil|MinasGerais|2014-01-15	-1
KEXV01032705|Brazil|Bahia|2017-01-15	-1
KEXV01034644|Brazil|MinasGerais|2016-01-15	-1
KEXV01044116|Brazil|SaoPaulo|2016-01-15	-1
KEXV01031992|Brazil|Amapa|2017-01-15	-1
KEXV01032922|Brazil|Ceara|2016-01-15	-1
ON989246|Cyprus|2017-01-15	-1
KT355897|Brazil|Bahia|Salvador|2009-01-15	-1
KEXV01004992|Brazil|Bahia|2015-01-15	-1
KEXV01004954|Brazil|Bahia|2015-01-15	-1
MN971886|Brazil|Maranhao|2014-01-15	219
KEXV01033313|Brazil|DistritoFederal|2016-01-15	71
KEXV01045609|Brazil|SaoPaulo|2017-01-15	-1
KEXV01035770|Brazil|MatoGrosso|2016-01-15	114
KEXV01045071|Brazil|SaoPaulo|2017-01-15	-1
KEXV01034870|Brazil|MinasGerais|2016-01-15	95
KEXV01038696|Brazil|RioDeJaneiro|2016-01-15	-1
KEXV01006927|Brazil|MinasGerais|2014-01-15	194
KEXV01039793|Brazil|RioDeJaneiro|2017-01-15	-1
KEXV01036664|Brazil|Pernambuco|2016-01-15	-1
KP115567|Brazil|SaoPaulo|2014-01-15	-1
KEXV01046791|Brazil|SaoPaulo|2017-01-15	-1
MK177696|Spain|2016-01-15	329
KEXV01033083|Brazil|Ceara|2017-01-15	-1
EF120176|Argentina|2003-01-15	-1
KJ194817|Romania|2013-01-15	314
MF109434|UnitedKingdom|2014-01-15	353
KJ194737|Romania|2012-01-15	-1
KEXV01044799|Brazil|SaoPaulo|2016-01-15	-1
KEXV01007521|Brazil|MinasGerais|2015-01-15	-1
KEXV01040143|Brazil|Roraima|2017-01-15	-1
MF403326|Spain|2013-01-15	284
EF042648|Brazil|RioDeJaneiro|Saquarema|2005-01-15	-1
EU553262|Romania|2007-01-15	326
KEXV01038651|Brazil|RioDeJaneiro|2016-01-15	-1
JQ083041|Romania|2008-01-15	-1
HM025220|Brazil|SaoPaulo|2006-01-15	-1
KEXV01039878|Brazil|RioGrandeDoNorte|2016-01-15	-1
AF204050|Romania|1997-01-15	190
KEXV01037703|Brazil|Parana|2016-01-15	-1
KEXV01044358|Brazil|SaoPaulo|2016-01-15	-1
KEXV01035095|Brazil|MinasGerais|2017-01-15	-1
JQ585416|Cuba|2010-01-15	-1
MH663719|UnitedKingdom|2012-01-15	280
KEXV01037120|Brazil|Pernambuco|2017-01-15	-1
KY639973|Brazil|SaoPaulo|2015-01-15	181
MN237466|Brazil|SaoPaulo|2015-01-15	-1
KEXV01041811|Brazil|RioGrandeDoSul|2017-01-15	-1
MN235953|Brazil|SaoPaulo|2014-01-15	-1
KEXV01033894|Brazil|Goias|2016-01-15	-1
KEXV01031711|Brazil|Amazonas|2017-01-15	-1
KEXV01031184|Brazil|SantaCatarina|2015-01-15	-1
KEXV01039891|Brazil|RioGrandeDoNorte|2016-01-15	-1
KEXV01012092|Brazil|MatoGrossoDoSul|2015-01-15	-1
KEXV01011975|Brazil|SaoPaulo|2015-01-15	176
MN237025|Brazil|SaoPaulo|2015-01-15	-1
KEXV01015831|Brazil|SaoPaulo|2015-01-15	-1
KEXV01042913|Brazil|SaoPaulo|2016-01-15	-1
KEXV01007626|Brazil|Paraiba|2015-01-15	-1
EU553230|Romania|2006-01-15	342
KEXV01036844|Brazil|Pernambuco|2016-01-15	-1
KJ883133|Spain|2013-01-15	-1
KEXV01015757|Brazil|SaoPaulo|2015-01-15	-1
KJ883139|Spain|2010-01-15	-1
KEXV01011865|Brazil|SaoPaulo|2015-01-15	193
KX838777|Brazil|SaoPaulo|2015-01-15	-1
FJ670516|Spain|2002-01-15	-1
EU189720|Brazil|SaoPaulo|2005-01-15	-1
KM851134|Brazil|Parana|2012-01-15	-1
EU553151|Romania|2005-01-15	-1
KEXV01039345|Brazil|RioDeJaneiro|2017-01-15	-1
KEXV01036315|Brazil|Para|2017-01-15	-1
EU552959|Romania|2003-01-15	-1
FJ784189|Brazil|Goias|Goiania|2003-01-15	-1
JF929111|Spain|2005-01-15	-1
KEXV01034191|Brazil|Maranhao|2016-01-15	186
MG365764|Brazil|RioDeJaneiro|2012-01-15	-1
KEXV01031345|Brazil|RioDeJaneiro|2015-01-15	28
KEXV01044012|Brazil|SaoPaulo|2016-01-15	-1
KX159040|Romania|2014-01-15	-1
KEXV01033781|Brazil|Goias|2016-01-15	250
KY656631|Slovenia|2014-01-15	-1
KEXV01037300|Brazil|Pernambuco|2017-01-15	-1
KEXV01035159|Brazil|MinasGerais|2017-01-15	-1
AY999481|Brazil|SaoPaulo|SaoPaulo|1998-01-15	-1
AF425459|Cuba|1999-01-15	-1
EU553246|Romania|2006-01-15	-1
MN237451|Brazil|SaoPaulo|2015-01-15	-1
KEXV01032175|Brazil|Bahia|2016-01-15	-1
KEXV01016093|Brazil|SaoPaulo|2015-01-15	-1
KEXV01045910|Brazil|SaoPaulo|2017-01-15	-1
KEXV01011960|Brazil|SaoPaulo|2015-01-15	288
KEXV01007190|Brazil|MinasGerais|2014-01-15	-1
MH472512|Germany|2017-01-15	250
KEXV01038680|Brazil|RioDeJaneiro|2016-01-15	-1
EU553167|Romania|2005-01-15	322
KX887702|Brazil|Para|2015-01-15	-1
KEXV01043065|Brazil|SaoPaulo|2016-01-15	-1
KEXV01009003|Brazil|RioDeJaneiro|2015-01-15	-1
EU553087|Romania|2004-01-15	296
FJ784209|Brazil|Goias|Goiania|2003-01-15	-1
KC340423|Spain|2009-01-15	-1
KEXV01033932|Brazil|Goias|2016-01-15	-1
KEXV01032364|Brazil|Bahia|2016-01-15	-1
KEXV01014396|Brazil|SaoPaulo|2014-01-15	-1
FJ900262|Angola|2006-01-15	-1
KEXV01046282|Brazil|SaoPaulo|2017-01-15	-1
EU553040|Romania|2003-01-15	-1
MF403300|Spain|2013-01-15	-1
HQ426898|Spain|2007-01-15	174
KX888211|Brazil|MatoGrossoDoSul|2015-01-15	-1
KEXV01036857|Brazil|Pernambuco|2016-01-15	-1
MK177732|Spain|2015-01-15	329
KEXV01004957|Brazil|Bahia|2015-01-15	201
KJ635993|Cyprus|2011-01-15	-1
KEXV01015632|Brazil|SaoPaulo|2015-01-15	-1
KF922034|Brazil|RioDeJaneiro|2005-01-15	-1
AY643206|Brazil|SaoPaulo|2001-01-15	-1
EU189735|Brazil|SaoPaulo|2006-01-15	-1
JX301011|Cyprus|2007-01-15	-1
KEXV01045616|Brazil|SaoPaulo|2017-01-15	233
EU553055|Romania|2003-01-15	-1
JN010484|Brazil|RioGrandeDoSul|RioGrande|2005-01-15	-1
MN236806|Brazil|SaoPaulo|2015-01-15	31
KEXV01030843|Brazil|Parana|2015-01-15	-1
AY771454|Brazil|SaoPaulo|SaoPaulo|1999-01-15	-1
KEXV01036947|Brazil|Pernambuco|2016-01-15	-1
KEXV01002657|Brazil|Goias|2015-01-15	-1
KEXV01036299|Brazil|Para|2017-01-15	-1
EU553056|Romania|2003-01-15	-1
KEXV01008832|Brazil|RioDeJaneiro|2015-01-15	53
KEXV01009077|Brazil|RioDeJaneiro|2015-01-15	-1
MN014549|Spain|2014-01-15	-1
HV0003|Brazil|Bahia|2014-08-14	4
KEXV01011797|Brazil|SaoPaulo|2015-01-15	100
KJ194781|Romania|2012-01-15	-1
KX534331|Spain|2016-01-15	-1
KEXV01034151|Brazil|Goias|2017-01-15	104
KT284450|Turkey|2015-01-15	-1
KEXV01034113|Brazil|Goias|2017-01-15	-1
KJ883123|Spain|2012-01-15	-1
KEXV01037146|Brazil|Pernambuco|2017-01-15	-1
KEXV01034576|Brazil|MinasGerais|2016-01-15	-1
KEXV01015653|Brazil|SaoPaulo|2015-01-15	-1
FJ009814|Russia|2006-01-15	-1
KEXV01039064|Brazil|RioDeJaneiro|2017-01-15	-1
KEXV01044696|Brazil|SaoPaulo|2016-01-15	-1
KEXV01042350|Brazil|SantaCatarina|2016-01-15	-1
KEXV01033727|Brazil|EspiritoSanto|2017-01-15	-1
MN237473|Brazil|SaoPaulo|2015-01-15	-1
ON423229|Brazil|MatoGrossoDoSul|2013-01-15	-1
KEXV01015874|Brazil|SaoPaulo|2015-01-15	-1
KEXV01035170|Brazil|MinasGerais|2017-01-15	-1
KEXV01045527|Brazil|SaoPaulo|2017-01-15	-1
KEXV01036014|Brazil|Para|2016-01-15	-1
KEXV01015255|Brazil|SaoPaulo|2014-01-15	-1
EU293507|Brazil|SaoPaulo|Santos|2006-01-15	289
KEXV01039714|Brazil|RioDeJaneiro|2017-01-15	-1
KEXV01035873|Brazil|MatoGrosso|2017-01-15	-1
HV0064|Brazil|Bahia|2014-10-20	4
KF921986|Brazil|RioDeJaneiro|2005-01-15	-1
JN010252|Spain|2011-01-15	-1
JQ083025|Romania|2008-01-15	-1
KEXV01036592|Brazil|Paraiba|2017-01-15	-1
JN196017|Brazil|SaoPaulo|SaoPaulo|2010-01-15	-1
HM025174|Brazil|SaoPaulo|2006-01-15	-1
KEXV01044055|Brazil|SaoPaulo|2016-01-15	-1
KEXV01016417|Brazil|SaoPaulo|2015-01-15	-1
MN236429|Brazil|SaoPaulo|2014-01-15	-1
KEXV01035225|Brazil|MinasGerais|2017-01-15	140
KEXV01007236|Brazil|MinasGerais|2015-01-15	-1
KEXV01033877|Brazil|Goias|2016-01-15	-1
KEXV01031958|Brazil|Amapa|2016-01-15	-1
KF701009|Brazil|Piaui|2012-01-15	-1
KJ194765|Romania|2011-01-15	-1
FJ591363|Brazil|Parana|2005-01-15	-1
KM851157|Brazil|Parana|2012-01-15	-1
KEXV01012199|Brazil|Paraiba|2014-01-15	-1
KY989955|Spain|2015-01-15	309
JQ280926|Romania|2003-01-15	-1
MT741466|FrenchGuiana|2016-01-15	-1
KEXV01035451|Brazil|MinasGerais|2017-01-15	-1
KEXV01039142|Brazil|RioDeJaneiro|2017-01-15	-1
EU553214|Romania|2006-01-15	321
KEXV01038523|Brazil|RioDeJaneiro|2016-01-15	-1
EU553134|Romania|2005-01-15	244
KEXV01012293|Brazil|RioGrandeDoNorte|2014-01-15	-1
KT737346|Brazil|Amapa|2014-01-15	164
KEXV01009110|Brazil|RioDeJaneiro|2015-01-15	-1
KEXV01012342|Brazil|RioGrandeDoNorte|2015-01-15	-1
KEXV01016107|Brazil|SaoPaulo|2015-01-15	83
KEXV01029664|Brazil|Pernambuco|2015-01-15	50
KEXV01036417|Brazil|Para|2017-01-15	-1
MG365873|Brazil|RioDeJaneiro|2008-01-15	-1
EU552942|Romania|2005-01-15	-1
KJ883141|Spain|2010-01-15	-1
KEXV01040732|Brazil|RioGrandeDoSul|2016-01-15	-1
KEXV01035460|Brazil|MinasGerais|2017-01-15	-1
MT788231|IT|2018-01-15	372
KX159024|Romania|2014-01-15	-1
KEXV01035001|Brazil|MinasGerais|2017-01-15	-1
KEXV01034633|Brazil|MinasGerais|2016-01-15	-1
MN971887|Brazil|Maranhao|2016-01-15	186
KEXV01037687|Brazil|Parana|2016-01-15	-1
KEXV01034875|Brazil|MinasGerais|2016-01-15	80
KEXV01039478|Brazil|RioDeJaneiro|2017-01-15	-1
KEXV01006886|Brazil|MinasGerais|2014-01-15	-1
KEXV01004900|Brazil|Bahia|2015-01-15	-1
GQ862306|Brazil|MinasGerais|BeloHorizonte|2007-01-15	-1
JQ280912|Romania|2008-01-15	-1
KEXV01033309|Brazil|DistritoFederal|2016-01-15	-1
KEXV01012236|Brazil|Paraiba|2015-01-15	-1
KEXV01037080|Brazil|Pernambuco|2017-01-15	-1
MG365881|Brazil|RioDeJaneiro|2000-01-15	-1
EU553103|Romania|2004-01-15	350
KEXV01015261|Brazil|SaoPaulo|2014-01-15	-1
KEXV01036813|Brazil|Pernambuco|2016-01-15	120
KP231387|Romania|2012-01-15	335
KEXV01043093|Brazil|SaoPaulo|2016-01-15	-1
EU553023|Romania|2003-01-15	-1
JQ280913|Romania|2008-01-15	-1
MK064492|Germany|2016-01-15	-1
AY643207|Brazil|SaoPaulo|2002-01-15	-1
KEXV01036971|Brazil|Pernambuco|2016-01-15	-1
KEXV01007168|Brazil|MinasGerais|2014-01-15	-1
KEXV01042401|Brazil|SantaCatarina|2017-01-15	-1
OP655988|UnitedStates|2017-01-15	231
KEXV01038336|Brazil|RioDeJaneiro|2016-01-15	-1
KEXV01034884|Brazil|MinasGerais|2016-01-15	-1
KEXV01036230|Brazil|Para|2017-01-15	-1
KEXV01006895|Brazil|MinasGerais|2014-01-15	139
HV0024|Brazil|Bahia|2014-08-27	-1
KEXV01044077|Brazil|SaoPaulo|2016-01-15	-1
KEXV01039220|Brazil|RioDeJaneiro|2017-01-15	-1
KEXV01045349|Brazil|SaoPaulo|2017-01-15	-1
KEXV01036652|Brazil|Paraiba|2017-01-15	-1
KEXV01029752|Brazil|Pernambuco|2015-01-15	-1
KEXV01009136|Brazil|RioDeJaneiro|2015-01-15	-1
KEXV01037170|Brazil|Pernambuco|2017-01-15	-1
KF922172|Brazil|RioDeJaneiro|2007-01-15	-1
MN237210|Brazil|SaoPaulo|2017-01-15	-1
KEXV01038552|Brazil|RioDeJaneiro|2016-01-15	24
KEXV01007177|Brazil|MinasGerais|2014-01-15	-1
EU553039|Romania|2003-01-15	338
KEXV01016239|Brazil|SaoPaulo|2015-01-15	-1
KJ849782|Brazil|Pernambuco|Recife|2010-01-15	-1
KEXV01038290|Brazil|RioDeJaneiro|2016-01-15	-1
MK177660|Spain|2016-01-15	329
KEXV01046090|Brazil|SaoPaulo|2017-01-15	-1
KEXV01037102|Brazil|Pernambuco|2017-01-15	-1
KJ194764|Romania|2012-01-15	-1
KEXV01012088|Brazil|MatoGrossoDoSul|2015-01-15	143
HM102343|Portugal|2003-01-15	-1
KEXV01033840|Brazil|Goias|2016-01-15	243
KEXV01037651|Brazil|Parana|2016-01-15	-1
KEXV01038937|Brazil|RioDeJaneiro|2016-01-15	-1
KEXV01043616|Brazil|SaoPaulo|2016-01-15	-1
KEXV01031996|Brazil|Amapa|2017-01-15	10
AY275729|Brazil|RioGrandeDoSul|2002-01-15	-1
KEXV01016129|Brazil|SaoPaulo|2015-01-15	-1
FJ900261|Angola|2006-01-15	-1
KEXV01042740|Brazil|Sergipe|2016-01-15	-1
KX159009|Romania|2013-01-15	-1
MG365762|Brazil|RioDeJaneiro|2012-01-15	-1
JQ280892|Romania|2006-01-15	-1
KEXV01015681|Brazil|SaoPaulo|2015-01-15	-1
KEXV01008752|Brazil|RioDeJaneiro|2015-01-15	24
MG365866|Brazil|RioDeJaneiro|2011-01-15	-1
EU552970|Romania|2003-01-15	-1
KU168274|Romania|2003-01-15	-1
JQ280893|Romania|2006-01-15	-1
MF403321|Spain|2013-01-15	325
KP231404|Romania|2011-01-15	-1
KEXV01033050|Brazil|Ceara|2016-01-15	-1
AY999530|Brazil|SaoPaulo|SaoPaulo|1998-01-15	-1
FJ591778|Brazil|RioDeJaneiro|2006-01-15	-1
EU552971|Romania|2003-01-15	87
KEXV01046723|Brazil|SaoPaulo|2017-01-15	44
KEXV01046318|Brazil|SaoPaulo|2017-01-15	-1
KEXV01045224|Brazil|SaoPaulo|2017-01-15	-1
MK177763|Spain|2017-01-15	329
KEXV01043711|Brazil|SaoPaulo|2016-01-15	-1
MN236310|Brazil|SaoPaulo|2014-01-15	-1
KEXV01038365|Brazil|RioDeJaneiro|2016-01-15	-1
KEXV01038193|Brazil|Parana|2017-01-15	-1
KEXV01015283|Brazil|SaoPaulo|2014-01-15	-1
KEXV01008442|Brazil|RioDeJaneiro|2015-01-15	-1
MN236236|Brazil|SaoPaulo|2014-01-15	277
KEXV01035148|Brazil|MinasGerais|2017-01-15	-1
MG365878|Brazil|RioDeJaneiro|2001-01-15	-1
KEXV01041510|Brazil|RioGrandeDoSul|2017-01-15	-1
KEXV01046208|Brazil|SaoPaulo|2017-01-15	-1
HM583578|Brazil|Tocantins|Palmas|2008-01-15	-1
MF403309|Spain|2013-01-15	-1
EU552986|Romania|2003-01-15	-1
EU032004|Romania|2006-01-15	351
MN509135|Brazil|Goias|2014-01-15	243
KJ883113|Spain|2012-01-15	373
FJ591386|Brazil|Parana|2005-01-15	-1
JF774010|Brazil|SantaCatarina|Florianopolis|2008-01-15	-1
KEXV01016114|Brazil|SaoPaulo|2015-01-15	-1
MN179059|DemocraticRepublicCongo|2008-01-15	-1
KEXV01043527|Brazil|SaoPaulo|2016-01-15	215
HM025380|Brazil|SaoPaulo|2007-01-15	-1
KEXV01008284|Brazil|RioDeJaneiro|2014-01-15	-1
EU552987|Romania|2003-01-15	-1
KEXV01006952|Brazil|MinasGerais|2014-01-15	-1
KEXV01037273|Brazil|Pernambuco|2017-01-15	213
MN237515|Brazil|SaoPaulo|2014-01-15	-1
JQ083052|Romania|2007-01-15	-1
KEXV01039919|Brazil|RioGrandeDoNorte|2016-01-15	-1
GQ400229|Netherlands|2003-01-15	-1
EU553194|Romania|2005-01-15	-1
KEXV01042895|Brazil|SaoPaulo|2016-01-15	-1
EU553118|Romania|2005-01-15	378
KEXV01036997|Brazil|Pernambuco|2016-01-15	-1
KEXV01045466|Brazil|SaoPaulo|2017-01-15	-1
KEXV01036191|Brazil|Para|2017-01-15	-1
KEXV01045797|Brazil|SaoPaulo|2017-01-15	83
KEXV01039986|Brazil|RioGrandeDoNorte|2017-01-15	-1
EU553119|Romania|2005-01-15	368
GQ398973|Portugal|2005-01-15	-1
JQ083068|Romania|2007-01-15	-1
KEXV01036670|Brazil|Pernambuco|2016-01-15	-1
KEXV01037196|Brazil|Pernambuco|2017-01-15	-1
KEXV01031293|Brazil|SantaCatarina|2015-01-15	-1
KEXV01045025|Brazil|SaoPaulo|2017-01-15	180
DQ877756|Belgium|2003-01-15	-1
KEXV01004721|Brazil|Alagoas|2015-01-15	-1
KEXV01016430|Brazil|SaoPaulo|2015-01-15	-1
KEXV01036929|Brazil|Pernambuco|2016-01-15	-1
KEXV01043438|Brazil|SaoPaulo|2016-01-15	-1
KJ194684|Romania|2012-01-15	-1
KEXV01033722|Brazil|EspiritoSanto|2017-01-15	-1
MN236620|Brazil|SaoPaulo|2015-01-15	249
KEXV01006970|Brazil|MinasGerais|2014-01-15	-1
KEXV01035438|Brazil|MinasGerais|2017-01-15	-1
KEXV01016320|Brazil|SaoPaulo|2015-01-15	-1
KC340853|Spain|2010-01-15	-1
KEXV01044827|Brazil|SaoPaulo|2016-01-15	42
KJ194685|Romania|2012-01-15	-1
JQ619550|Brazil|RioGrandeDoSul|1998-01-15	-1
KEXV01043659|Brazil|SaoPaulo|2016-01-15	-1
KEXV01046304|Brazil|SaoPaulo|2017-01-15	-1
JN114157|Brazil|Goias|Goiania|2009-01-15	-1
EU553007|Romania|2003-01-15	-1
ON989337|CY|2019-01-15	208
KEXV01044717|Brazil|SaoPaulo|2016-01-15	-1
KJ194812|Romania|2013-01-15	-1
AY694370|Czechia|2000-01-15	-1
MN014513|Spain|2014-01-15	-1
FJ548794|Brazil|Goias|Goiania|2007-01-15	-1
KEXV01041189|Brazil|RioGrandeDoSul|2017-01-15	-1
KX357234|Brazil|RioDeJaneiro|NovaIguacu|2012-01-15	-1
KEXV01036620|Brazil|Paraiba|2017-01-15	-1
KEXV01012269|Brazil|Paraiba|2015-01-15	-1
KEXV01038995|Brazil|RioDeJaneiro|2016-01-15	-1
KEXV01035184|Brazil|MinasGerais|2017-01-15	-1
KEXV01012597|Brazil|RioGrandeDoSul|2015-01-15	-1
KEXV01033375|Brazil|DistritoFederal|2016-01-15	-1
KEXV01034599|Brazil|MinasGerais|2016-01-15	-1
AY643229|Brazil|SaoPaulo|2003-01-15	-1
KEXV01008546|Brazil|RioDeJaneiro|2015-01-15	-1
KEXV01039353|Brazil|RioDeJaneiro|2017-01-15	-1
MK064270|Germany|2013-01-15	26
KJ883088|Spain|2011-01-15	242
KEXV01036683|Brazil|Pernambuco|2016-01-15	-1
KJ194828|Romania|2013-01-15	-1
KJ194748|Romania|2012-01-15	-1
KEXV01034629|Brazil|MinasGerais|2016-01-15	-1
KEXV01012434|Brazil|RioGrandeDoSul|2015-01-15	-1
JF342306|Brazil|MatoGrossoDoSul|CampoGrande|2008-01-15	55
KEXV01034359|Brazil|Maranhao|2017-01-15	78
MH472209|Germany|2013-01-15	-1
MN971894|Brazil|Maranhao|2017-01-15	78
AY643220|Brazil|SaoPaulo|2002-01-15	-1
KJ194701|Romania|2011-01-15	-1
KJ194749|Romania|2012-01-15	-1
KEXV01039043|Brazil|RioDeJaneiro|2017-01-15	-1
KEXV01044702|Brazil|SaoPaulo|2016-01-15	-1
KEXV01029721|Brazil|Pernambuco|2015-01-15	-1
EU552954|Romania|2003-01-15	362
KEXV01007234|Brazil|MinasGerais|2015-01-15	-1
KEXV01038857|Brazil|RioDeJaneiro|2016-01-15	-1
AB866092|Japan|2009-01-15	-1
MN236642|Brazil|SaoPaulo|2015-01-15	-1
KEXV01039428|Brazil|RioDeJaneiro|2017-01-15	-1
KEXV01044849|Brazil|SaoPaulo|2016-01-15	-1
EU553241|Romania|2006-01-15	-1
KEXV01042496|Brazil|SantaCatarina|2017-01-15	-1
JQ083020|Romania|2007-01-15	-1
KF922042|Brazil|RioDeJaneiro|2005-01-15	-1
MW489704|IT|2018-01-15	-1
AY441873|Brazil|SaoPaulo|SaoPaulo|2000-01-15	-1
KEXV01016178|Brazil|SaoPaulo|2015-01-15	-1
KEXV01036863|Brazil|Pernambuco|2016-01-15	-1
EU553242|Romania|2006-01-15	87
EU553162|Romania|2005-01-15	359
KM851067|Brazil|Parana|2012-01-15	48
MN509156|Brazil|Goias|2014-01-15	250
EU553082|Romania|2004-01-15	-1
MT741452|FrenchGuiana|2006-01-15	-1
KEXV01012080|Brazil|MatoGrossoDoSul|2015-01-15	-1
GQ862307|Brazil|MinasGerais|BeloHorizonte|2006-01-15	81
KEXV01038285|Brazil|RioDeJaneiro|2016-01-15	-1
MW545409|BR|2018-01-15	-1
KX887966|Brazil|Pernambuco|2015-01-15	-1
EF449012|Greece|2003-01-15	-1
KEXV01033128|Brazil|Ceara|2017-01-15	-1
KEXV01039382|Brazil|RioDeJaneiro|2017-01-15	13
KEXV01038763|Brazil|RioDeJaneiro|2016-01-15	163
KX159051|Romania|2014-01-15	-1
KEXV01046457|Brazil|SaoPaulo|2017-01-15	-1
MF403311|Spain|2013-01-15	-1
EU258089|Brazil|SaoPaulo|2006-01-15	-1
MK177743|Spain|2015-01-15	329
AY643235|Brazil|SaoPaulo|2003-01-15	234
JQ083036|Romania|2007-01-15	-1
JQ280922|Romania|2002-01-15	-1
KEXV01046421|Brazil|SaoPaulo|2017-01-15	-1
EU553178|Romania|2005-01-15	-1
KY639940|Brazil|SaoPaulo|2014-01-15	159
HM025217|Brazil|SaoPaulo|2006-01-15	-1
EU553050|Romania|2003-01-15	-1
KEXV01038240|Brazil|RioDeJaneiro|2016-01-15	-1
KEXV01045494|Brazil|SaoPaulo|2017-01-15	169
HM191562|Romania|2004-01-15	-1
KEXV01012275|Brazil|Paraiba|2015-01-15	-1
KEXV01039506|Brazil|RioDeJaneiro|2017-01-15	-1
KEXV01036293|Brazil|Para|2017-01-15	-1
MT571108|UnitedKingdom|2014-01-15	353
KX159067|Romania|2014-01-15	-1
EU553051|Romania|2003-01-15	350
KEXV01036185|Brazil|Para|2017-01-15	96
KF922120|Brazil|RioDeJaneiro|2005-01-15	-1
KEXV01015902|Brazil|SaoPaulo|2015-01-15	-1
KEXV01036876|Brazil|Pernambuco|2016-01-15	-1
KEXV01042374|Brazil|SantaCatarina|2017-01-15	-1
KEXV01029358|Brazil|Amazonas|2015-01-15	-1
MN236396|Brazil|SaoPaulo|2014-01-15	-1
KF922196|Brazil|RioDeJaneiro|2007-01-15	-1
EU553066|Romania|2003-01-15	-1
KEXV01014797|Brazil|SaoPaulo|2014-01-15	54
KEXV01045274|Brazil|SaoPaulo|2017-01-15	-1
FJ591728|Brazil|RioDeJaneiro|2006-01-15	-1
